PSNR_RRGB
C:\Users\admin\Desktop\dat phat.mp4
C:\Users\admin\Desktop\dat thu.mp4
AVG: 21.25093460
10.32191277
10.50371742
11.04791164
10.12550354
11.01792526
10.68520069
9.138919830
13.22583580
11.93846703
11.93179989
10.43851280
11.22341347
13.62167931
10.72241783
10.39119148
10.57124043
12.37266159
11.03748131
9.957702637
10.83952999
11.65849876
10.85948181
10.17632675
11.61075974
10.54175282
12.40540123
13.71601963
12.82686234
13.02406693
11.53851986
10.21926117
9.830888748
11.11893272
11.20176697
13.24806595
12.66290855
13.52603054
11.36086464
11.54255676
10.54972649
12.70913696
12.81970596
10.50519848
10.41389084
11.84968090
11.35155296
10.06527424
11.51166344
11.61621666
11.22401810
11.24168491
11.52831173
12.84585857
11.06268883
13.93763542
10.26736355
12.02185726
13.45279694
11.29671669
11.47204876
10.77832603
11.70048237
11.30793476
12.93212986
12.11299133
11.44730663
11.23226738
9.965680122
12.87952995
12.07865334
12.92342377
13.13986588
9.968979836
13.96861458
13.10077286
12.23747349
10.13146400
10.97380733
13.41666603
11.53659439
9.789897919
11.43471909
12.79613876
12.07507706
10.76728058
10.98923492
11.80328941
12.42060471
12.91347027
13.96408844
9.648897171
11.99172974
10.68021202
12.41269875
12.74428177
11.15648746
12.68451786
11.84730530
10.07859421
12.86479855
10.76683426
12.02641964
11.04049778
11.00006866
10.76334000
13.33900642
12.40606689
9.811345100
11.31662273
10.47762966
12.07769012
10.77440071
11.56351852
11.67887306
11.28626442
10.83299637
9.372616768
10.67601681
9.554987907
9.964188576
17.00290680
20.30849266
19.59821510
21.79895782
20.96208191
20.54264069
21.14870834
20.40890121
19.99723816
21.43927765
19.90200424
24.04656219
22.84365082
21.95407867
23.28935242
20.06001472
25.44196892
25.80105972
27.77424812
23.51139832
22.60111618
24.27183533
22.36758804
24.25467491
23.20071220
22.76545715
24.20568085
23.11083603
27.98432541
25.98278236
26.35377502
27.40827751
29.04485512
30.17185020
30.91299438
31.29383850
29.49866867
28.75789642
30.36139488
25.95684814
31.74526596
27.96195793
28.58716202
26.82480812
28.35556221
25.45366478
29.92777824
29.36224365
29.28304863
29.01541138
29.37484360
31.12835121
29.21242142
29.36843491
29.76814461
28.90026283
29.94522476
31.88283730
30.27368164
29.75996017
30.16847992
29.06892395
27.37679291
29.09449387
28.06413269
29.90179443
28.34888458
29.13411903
29.55781174
32.24416351
30.82287025
30.67274475
30.10056496
29.99715614
29.02299500
30.13583183
25.88287735
26.96771812
27.54995155
27.41032410
29.30749702
27.49023628
28.00147247
28.11711121
28.69544792
29.46913910
26.64392471
29.45837975
30.89392853
28.84189224
29.56303787
26.05427933
30.85623741
30.13479233
27.48575974
28.16873360
26.95795250
31.58040810
28.49254227
28.10719681
31.20336342
27.37094688
30.01727676
27.44339371
28.15196228
28.89292717
27.48415375
26.16594315
27.55838776
25.87128067
26.18624115
26.42315865
28.89572525
25.48561287
29.26758957
32.56332779
29.23595810
27.60881424
26.43686676
26.49315071
28.15828323
24.74304390
25.04471588
27.18368912
27.10034370
27.49293137
26.43602562
27.22818565
25.26174164
24.25052452
25.97986221
25.29377937
26.16465759
24.37493324
27.24019241
27.47319031
25.60744286
23.59005928
26.20993805
27.88555145
26.95386887
27.34168053
27.30969620
25.88190460
23.56668854
27.29432297
23.77012253
26.06069374
24.94396400
24.31565475
26.44950676
25.86160660
26.96969604
23.00935936
24.77319908
22.02186966
24.05738831
23.16443443
20.17150688
19.93210220
24.99188995
25.10536194
23.51810837
25.49177361
23.03089333
24.65482521
24.22206688
26.76952362
22.43423462
26.39484406
25.51285934
22.83515167
25.17084503
23.05305481
23.56045723
27.25410652
26.17120552
27.76836205
28.33606529
30.40755463
26.16213036
26.63046265
27.11313629
28.40098953
28.76255798
29.09614372
29.26629639
32.57625961
32.34859467
27.91649055
27.84175682
29.22628784
28.70760918
27.05559540
27.03891563
25.01687050
24.82102394
22.89425278
23.83073997
23.54288864
24.40184021
22.76211739
23.57977867
24.04605484
21.65472031
21.97665405
24.26747513
23.84094429
21.13293457
22.69740105
23.16151810
24.40403366
23.00249100
23.10829544
22.39696503
20.97358894
24.96304703
20.78722000
22.86244202
21.43238831
23.88805580
23.09132576
23.02423668
21.58613586
24.18606758
22.90795517
21.37487602
22.79173851
24.21707344
22.20230103
22.54619598
21.87910461
21.63277626
22.20418167
20.67213440
23.05193138
23.14110565
25.65734100
27.54602432
24.33890533
25.90106201
25.39003754
25.53010941
25.02106667
26.15031242
24.76451683
25.62713623
25.42983055
23.95370674
24.12371635
25.16360092
25.34774590
22.50240135
25.24178505
22.17861366
24.57577133
21.27333641
21.59457970
23.31556702
22.21804619
24.14613342
23.58942032
25.99432945
24.69330788
23.18867111
23.37185669
26.86416245
27.91320992
26.01274109
25.95796776
25.73225784
26.78293037
26.40437889
25.96574402
25.11616707
24.81626892
24.63920403
22.08140373
20.38024712
19.96612930
20.90443611
21.75823402
23.68192863
21.92614555
20.98353958
20.57554626
18.55110168
20.04026413
17.79419708
19.98990822
20.89210892
21.28378105
20.51203156
18.37097359
23.07217598
19.02304840
20.04546356
19.35057449
20.20384979
21.64835739
21.21829224
21.40595436
20.29793167
21.33628464
22.24585342
20.59037399
19.30896568
21.37793541
21.75792313
21.94584274
19.85284805
21.33477402
20.91974640
22.65927887
20.95871735
21.18952942
20.65857887
21.90135765
22.43164444
21.21345901
24.78903961
25.80643082
25.08246613
22.65184212
23.17045593
23.86113167
21.92638779
24.15724182
26.41694832
22.26403809
23.47332764
22.13030243
23.08620262
24.39621735
22.12869835
29.23797226
23.05812836
25.59796333
23.67791176
22.30844879
24.84104919
23.77503204
23.77815628
23.17742538
23.65662575
23.42928886
23.81715775
24.35645294
22.85362434
25.25441933
27.01714706
24.06511116
25.57451248
26.03119659
24.56175041
26.42722321
26.64107895
26.44791603
26.78937531
24.71850204
26.66897011
27.23434448
24.82982445
27.11959839
27.28881645
27.10844040
28.23719978
27.46712875
28.65964508
28.76812935
28.80703354
25.68584251
28.24350739
23.31930161
23.71351242
23.05399895
23.71467209
21.22992706
22.08874893
22.14233017
20.69521141
21.84357452
20.44058990
21.22366142
21.29159737
23.12193871
22.13819885
22.56616974
24.99061203
20.60355377
22.88115311
